carnet,nombre,carrera,departamento,promedio
EST000442,Estudiante 442,Arquitectura,Sonsonate,9.95
EST000443,Estudiante 443,Ingeniería Industrial,Santa Ana,9.46
EST000444,Estudiante 444,Administración,San Miguel,5.75
EST000445,Estudiante 445,Arquitectura,Santa Ana,5.07
EST000446,Estudiante 446,Ingeniería Industrial,Santa Ana,9.74
EST000447,Estudiante 447,Ingeniería en Sistemas,San Miguel,8.01
EST000448,Estudiante 448,Contaduría,La Libertad,5.08
EST000449,Estudiante 449,Arquitectura,Santa Ana,8.32
EST000450,Estudiante 450,Contaduría,San Salvador,8.21
EST000451,Estudiante 451,Ingeniería Industrial,San Miguel,8.69
EST000452,Estudiante 452,Ingeniería en Sistemas,San Miguel,8.2
EST000453,Estudiante 453,Contaduría,Sonsonate,5.61
EST000454,Estudiante 454,Contaduría,La Libertad,8.29
EST000455,Estudiante 455,Contaduría,San Miguel,6.34
EST000456,Estudiante 456,Ingeniería en Sistemas,Sonsonate,9.41
EST000457,Estudiante 457,Ingeniería Industrial,Santa Ana,6.88
EST000458,Estudiante 458,Ingeniería en Sistemas,Santa Ana,5.7
EST000459,Estudiante 459,Ingeniería en Sistemas,Sonsonate,6.11
EST000460,Estudiante 460,Ingeniería en Sistemas,San Miguel,5.84
EST000461,Estudiante 461,Contaduría,San Miguel,6.79
EST000462,Estudiante 462,Ingeniería en Sistemas,San Miguel,9.06
EST000463,Estudiante 463,Arquitectura,San Salvador,6.55
EST000464,Estudiante 464,Administración,San Miguel,5.28
EST000465,Estudiante 465,Ingeniería Industrial,San Miguel,7.84
EST000466,Estudiante 466,Administración,San Miguel,9.5
EST000467,Estudiante 467,Arquitectura,Sonsonate,9.04
EST000468,Estudiante 468,Ingeniería en Sistemas,La Libertad,7.07
EST000469,Estudiante 469,Arquitectura,Santa Ana,7.82
EST000470,Estudiante 470,Ingeniería Industrial,La Libertad,9.26
EST000471,Estudiante 471,Ingeniería Industrial,San Miguel,6.31
EST000472,Estudiante 472,Contaduría,San Salvador,5.42
EST000473,Estudiante 473,Arquitectura,San Salvador,5.17
EST000474,Estudiante 474,Arquitectura,San Miguel,7.55
EST000475,Estudiante 475,Administración,San Miguel,6.75
EST000476,Estudiante 476,Ingeniería en Sistemas,La Libertad,5.73
EST000477,Estudiante 477,Administración,Santa Ana,9.46
EST000478,Estudiante 478,Administración,Sonsonate,5.9
EST000479,Estudiante 479,Ingeniería en Sistemas,San Salvador,9.82
EST000480,Estudiante 480,Ingeniería en Sistemas,Santa Ana,5.32
EST000481,Estudiante 481,Contaduría,Santa Ana,5.32
EST000482,Estudiante 482,Ingeniería en Sistemas,Santa Ana,5.46
EST000483,Estudiante 483,Contaduría,La Libertad,8.93
EST000484,Estudiante 484,Ingeniería Industrial,Sonsonate,7.8
EST000485,Estudiante 485,Ingeniería en Sistemas,San Salvador,9.79
EST000486,Estudiante 486,Ingeniería Industrial,Santa Ana,8.69
EST000487,Estudiante 487,Contaduría,La Libertad,6.21
EST000488,Estudiante 488,Administración,Sonsonate,5.15
EST000489,Estudiante 489,Ingeniería en Sistemas,San Miguel,6.03
EST000490,Estudiante 490,Arquitectura,San Miguel,5.24
EST000491,Estudiante 491,Ingeniería Industrial,San Salvador,5.15
EST000492,Estudiante 492,Ingeniería en Sistemas,Sonsonate,6.28
EST000493,Estudiante 493,Administración,San Miguel,5.16
EST000494,Estudiante 494,Arquitectura,San Miguel,9.7
EST000495,Estudiante 495,Administración,San Miguel,9.91
EST000496,Estudiante 496,Arquitectura,Sonsonate,5.75
EST000497,Estudiante 497,Ingeniería en Sistemas,Santa Ana,8.73
EST000498,Estudiante 498,Arquitectura,Sonsonate,7.91
EST000499,Estudiante 499,Administración,San Salvador,7.1
EST000500,Estudiante 500,Ingeniería en Sistemas,La Libertad,6.59
EST000501,Estudiante 501,Administración,San Miguel,6.61
EST000502,Estudiante 502,Ingeniería en Sistemas,Sonsonate,8.72
EST000503,Estudiante 503,Administración,Santa Ana,8.58
EST000504,Estudiante 504,Ingeniería en Sistemas,Santa Ana,6.08
EST000505,Estudiante 505,Ingeniería Industrial,Sonsonate,7.16
EST000506,Estudiante 506,Contaduría,San Salvador,7.18
EST000507,Estudiante 507,Arquitectura,Santa Ana,5.66
EST000508,Estudiante 508,Ingeniería Industrial,Sonsonate,5.38
EST000509,Estudiante 509,Ingeniería Industrial,Santa Ana,7.21
EST000510,Estudiante 510,Administración,Sonsonate,5.75
EST000511,Estudiante 511,Arquitectura,La Libertad,8.26
EST000512,Estudiante 512,Ingeniería Industrial,San Miguel,7.61
EST000513,Estudiante 513,Contaduría,La Libertad,7.13
EST000514,Estudiante 514,Arquitectura,La Libertad,8.09
EST000515,Estudiante 515,Ingeniería Industrial,La Libertad,7.8
EST000516,Estudiante 516,Administración,San Salvador,6.81
EST000517,Estudiante 517,Ingeniería en Sistemas,Santa Ana,7.56
EST000518,Estudiante 518,Administración,San Salvador,5.33
EST000519,Estudiante 519,Administración,San Salvador,5.7
EST000520,Estudiante 520,Ingeniería en Sistemas,Sonsonate,5.68
EST000521,Estudiante 521,Ingeniería Industrial,La Libertad,9.7
EST000522,Estudiante 522,Arquitectura,San Salvador,5.63
EST000523,Estudiante 523,Arquitectura,San Miguel,5.58
EST000524,Estudiante 524,Ingeniería en Sistemas,Santa Ana,5.6
EST000525,Estudiante 525,Ingeniería en Sistemas,Sonsonate,5.97
EST000526,Estudiante 526,Arquitectura,Sonsonate,7.12
EST000527,Estudiante 527,Ingeniería Industrial,Santa Ana,9.28
EST000528,Estudiante 528,Ingeniería Industrial,Sonsonate,5.91
EST000529,Estudiante 529,Contaduría,San Salvador,5.93
EST000530,Estudiante 530,Ingeniería en Sistemas,San Salvador,6.73
EST000531,Estudiante 531,Arquitectura,Santa Ana,5.8
EST000532,Estudiante 532,Ingeniería Industrial,Sonsonate,9.0
EST000533,Estudiante 533,Administración,San Salvador,7.01
EST000534,Estudiante 534,Arquitectura,Sonsonate,5.53
EST000535,Estudiante 535,Ingeniería en Sistemas,Santa Ana,5.5
EST000536,Estudiante 536,Ingeniería Industrial,San Salvador,6.16
EST000537,Estudiante 537,Arquitectura,Sonsonate,9.78
EST000538,Estudiante 538,Contaduría,Sonsonate,7.11
EST000539,Estudiante 539,Administración,Santa Ana,7.19
EST000540,Estudiante 540,Administración,Sonsonate,7.13
EST000541,Estudiante 541,Ingeniería Industrial,San Miguel,5.54
EST000542,Estudiante 542,Ingeniería en Sistemas,San Salvador,8.53
EST000543,Estudiante 543,Contaduría,La Libertad,9.01
EST000544,Estudiante 544,Contaduría,Sonsonate,7.58
EST000545,Estudiante 545,Ingeniería Industrial,San Miguel,5.08
EST000546,Estudiante 546,Arquitectura,Santa Ana,8.04
EST000547,Estudiante 547,Ingeniería Industrial,San Miguel,7.81
EST000548,Estudiante 548,Ingeniería Industrial,San Miguel,5.55
EST000549,Estudiante 549,Ingeniería en Sistemas,San Salvador,5.31
EST000550,Estudiante 550,Administración,Sonsonate,6.61
EST000551,Estudiante 551,Administración,La Libertad,7.85
EST000552,Estudiante 552,Contaduría,Sonsonate,6.15
EST000553,Estudiante 553,Contaduría,Santa Ana,8.02
EST000554,Estudiante 554,Contaduría,San Miguel,5.44
EST000555,Estudiante 555,Ingeniería en Sistemas,San Miguel,7.04
EST000556,Estudiante 556,Administración,La Libertad,5.27
EST000557,Estudiante 557,Arquitectura,Sonsonate,8.98
EST000558,Estudiante 558,Administración,San Miguel,7.59
EST000559,Estudiante 559,Ingeniería Industrial,Sonsonate,8.27
EST000560,Estudiante 560,Arquitectura,Santa Ana,10.0
EST000561,Estudiante 561,Contaduría,San Miguel,8.67
EST000562,Estudiante 562,Contaduría,San Salvador,5.54
EST000563,Estudiante 563,Contaduría,La Libertad,7.96
EST000564,Estudiante 564,Ingeniería Industrial,Santa Ana,6.06
EST000565,Estudiante 565,Arquitectura,Sonsonate,9.99
EST000566,Estudiante 566,Contaduría,San Miguel,6.8
EST000567,Estudiante 567,Administración,San Miguel,8.78
EST000568,Estudiante 568,Contaduría,San Salvador,6.13
EST000569,Estudiante 569,Contaduría,La Libertad,9.61
EST000570,Estudiante 570,Arquitectura,Santa Ana,8.38
EST000571,Estudiante 571,Ingeniería en Sistemas,Sonsonate,6.68
EST000572,Estudiante 572,Administración,Sonsonate,9.78
EST000573,Estudiante 573,Ingeniería Industrial,Santa Ana,8.92
EST000574,Estudiante 574,Arquitectura,Sonsonate,9.44
EST000575,Estudiante 575,Administración,Sonsonate,7.39
EST000576,Estudiante 576,Arquitectura,La Libertad,5.0
EST000577,Estudiante 577,Ingeniería en Sistemas,Sonsonate,5.58
EST000578,Estudiante 578,Contaduría,San Salvador,9.46
EST000579,Estudiante 579,Arquitectura,San Miguel,7.11
EST000580,Estudiante 580,Administración,San Salvador,8.18
EST000581,Estudiante 581,Administración,San Miguel,7.33
EST000582,Estudiante 582,Ingeniería Industrial,San Miguel,7.19
EST000583,Estudiante 583,Ingeniería en Sistemas,Santa Ana,5.62
EST000584,Estudiante 584,Arquitectura,Sonsonate,9.43
EST000585,Estudiante 585,Ingeniería Industrial,Sonsonate,6.34
EST000586,Estudiante 586,Ingeniería Industrial,Santa Ana,9.8
EST000587,Estudiante 587,Arquitectura,Sonsonate,8.48
EST000588,Estudiante 588,Ingeniería Industrial,San Miguel,8.18
EST000589,Estudiante 589,Arquitectura,San Salvador,8.61
EST000590,Estudiante 590,Ingeniería Industrial,San Miguel,7.72
EST000591,Estudiante 591,Contaduría,Sonsonate,7.02
EST000592,Estudiante 592,Administración,Sonsonate,8.54
EST000593,Estudiante 593,Administración,La Libertad,7.21
EST000594,Estudiante 594,Ingeniería en Sistemas,La Libertad,7.74
EST000595,Estudiante 595,Contaduría,San Miguel,7.93
EST000596,Estudiante 596,Arquitectura,San Salvador,5.53
EST000597,Estudiante 597,Ingeniería Industrial,Sonsonate,7.94
EST000598,Estudiante 598,Ingeniería en Sistemas,San Salvador,6.52
EST000599,Estudiante 599,Arquitectura,Santa Ana,7.37
EST000600,Estudiante 600,Contaduría,San Miguel,8.7
EST000601,Estudiante 601,Arquitectura,Sonsonate,5.69
EST000602,Estudiante 602,Arquitectura,Santa Ana,5.96
EST000603,Estudiante 603,Arquitectura,San Salvador,8.28
EST000604,Estudiante 604,Ingeniería Industrial,Santa Ana,5.76
EST000605,Estudiante 605,Contaduría,La Libertad,9.52
EST000606,Estudiante 606,Arquitectura,La Libertad,9.05
EST000607,Estudiante 607,Ingeniería Industrial,Santa Ana,5.67
EST000608,Estudiante 608,Ingeniería en Sistemas,La Libertad,5.56
EST000609,Estudiante 609,Contaduría,San Salvador,9.33
EST000610,Estudiante 610,Contaduría,La Libertad,9.68
EST000611,Estudiante 611,Arquitectura,Santa Ana,9.53
EST000612,Estudiante 612,Arquitectura,San Miguel,9.44
EST000613,Estudiante 613,Arquitectura,La Libertad,5.11
EST000614,Estudiante 614,Ingeniería en Sistemas,San Salvador,5.67
EST000615,Estudiante 615,Ingeniería en Sistemas,La Libertad,9.39
EST000616,Estudiante 616,Contaduría,Sonsonate,5.69
EST000617,Estudiante 617,Ingeniería en Sistemas,San Miguel,5.34
EST000618,Estudiante 618,Ingeniería en Sistemas,San Miguel,7.97
EST000619,Estudiante 619,Arquitectura,San Miguel,8.82
EST000620,Estudiante 620,Administración,Sonsonate,7.23
EST000621,Estudiante 621,Arquitectura,San Miguel,6.57
EST000622,Estudiante 622,Administración,Santa Ana,8.58
EST000623,Estudiante 623,Ingeniería Industrial,San Salvador,5.56
EST000624,Estudiante 624,Ingeniería Industrial,La Libertad,5.63
EST000625,Estudiante 625,Contaduría,Santa Ana,5.17
EST000626,Estudiante 626,Ingeniería en Sistemas,Sonsonate,5.92
EST000627,Estudiante 627,Ingeniería Industrial,Sonsonate,9.4
EST000628,Estudiante 628,Contaduría,San Salvador,5.34
EST000629,Estudiante 629,Arquitectura,La Libertad,8.26
EST000630,Estudiante 630,Contaduría,Sonsonate,6.92
EST000631,Estudiante 631,Contaduría,Santa Ana,7.62
EST000632,Estudiante 632,Administración,San Miguel,6.24
EST000633,Estudiante 633,Administración,San Miguel,7.15
EST000634,Estudiante 634,Administración,Sonsonate,5.34
EST000635,Estudiante 635,Arquitectura,La Libertad,5.08
EST000636,Estudiante 636,Contaduría,San Miguel,7.5
EST000637,Estudiante 637,Administración,Sonsonate,6.7
EST000638,Estudiante 638,Ingeniería Industrial,Santa Ana,5.57
EST000639,Estudiante 639,Ingeniería Industrial,San Salvador,9.97
EST000640,Estudiante 640,Ingeniería en Sistemas,San Miguel,5.4
EST000641,Estudiante 641,Ingeniería en Sistemas,La Libertad,5.76
EST000642,Estudiante 642,Contaduría,Sonsonate,9.31
EST000643,Estudiante 643,Administración,Sonsonate,9.15
EST000644,Estudiante 644,Contaduría,La Libertad,8.36
EST000645,Estudiante 645,Ingeniería en Sistemas,Sonsonate,6.73
EST000646,Estudiante 646,Ingeniería Industrial,Sonsonate,8.14
EST000647,Estudiante 647,Administración,San Salvador,7.06
EST000648,Estudiante 648,Ingeniería en Sistemas,Santa Ana,5.19
EST000649,Estudiante 649,Arquitectura,San Salvador,7.44
EST000650,Estudiante 650,Arquitectura,La Libertad,7.04
EST000651,Estudiante 651,Arquitectura,La Libertad,5.39
EST000652,Estudiante 652,Ingeniería Industrial,San Miguel,6.51
EST000653,Estudiante 653,Contaduría,Santa Ana,6.88
EST000654,Estudiante 654,Ingeniería Industrial,Santa Ana,7.15
EST000655,Estudiante 655,Arquitectura,San Salvador,9.67
EST000656,Estudiante 656,Administración,San Miguel,6.23
EST000657,Estudiante 657,Contaduría,La Libertad,5.61
EST000658,Estudiante 658,Ingeniería Industrial,San Miguel,7.9
EST000659,Estudiante 659,Arquitectura,La Libertad,6.35
EST000660,Estudiante 660,Ingeniería en Sistemas,La Libertad,8.51
EST000661,Estudiante 661,Ingeniería en Sistemas,San Miguel,9.8
EST000662,Estudiante 662,Ingeniería en Sistemas,La Libertad,6.48
EST000663,Estudiante 663,Arquitectura,Sonsonate,5.43
EST000664,Estudiante 664,Ingeniería Industrial,San Miguel,6.72
EST000665,Estudiante 665,Ingeniería Industrial,San Miguel,6.02
EST000666,Estudiante 666,Administración,San Miguel,9.12
EST000667,Estudiante 667,Ingeniería en Sistemas,La Libertad,5.15
EST000668,Estudiante 668,Contaduría,Sonsonate,6.88
EST000669,Estudiante 669,Contaduría,Santa Ana,5.17
EST000670,Estudiante 670,Administración,San Miguel,6.11
EST000671,Estudiante 671,Contaduría,La Libertad,5.56
EST000672,Estudiante 672,Administración,San Salvador,7.49
EST000673,Estudiante 673,Ingeniería Industrial,San Miguel,7.68
EST000674,Estudiante 674,Contaduría,La Libertad,6.21
EST000675,Estudiante 675,Arquitectura,San Salvador,5.68
EST000676,Estudiante 676,Administración,Santa Ana,5.4
EST000677,Estudiante 677,Ingeniería en Sistemas,La Libertad,9.01
EST000678,Estudiante 678,Arquitectura,San Miguel,5.96
EST000679,Estudiante 679,Administración,San Salvador,8.98
EST000680,Estudiante 680,Ingeniería en Sistemas,La Libertad,7.61
EST000681,Estudiante 681,Arquitectura,San Miguel,8.37
EST000682,Estudiante 682,Arquitectura,San Miguel,5.11
EST000683,Estudiante 683,Administración,San Salvador,7.1
EST000684,Estudiante 684,Ingeniería en Sistemas,La Libertad,5.4
EST000685,Estudiante 685,Ingeniería Industrial,San Salvador,5.57
EST000686,Estudiante 686,Ingeniería Industrial,Santa Ana,5.48
EST000687,Estudiante 687,Administración,Sonsonate,6.39
EST000688,Estudiante 688,Ingeniería en Sistemas,La Libertad,6.74
EST000689,Estudiante 689,Ingeniería en Sistemas,San Salvador,5.18
EST000690,Estudiante 690,Ingeniería Industrial,Sonsonate,9.77
EST000691,Estudiante 691,Ingeniería Industrial,San Miguel,8.84
EST000692,Estudiante 692,Arquitectura,La Libertad,6.66
EST000693,Estudiante 693,Contaduría,Santa Ana,5.79
EST000694,Estudiante 694,Arquitectura,Santa Ana,7.22
EST000695,Estudiante 695,Ingeniería Industrial,Santa Ana,5.18
EST000696,Estudiante 696,Administración,San Salvador,9.32
EST000697,Estudiante 697,Ingeniería en Sistemas,Sonsonate,8.46
EST000698,Estudiante 698,Administración,Sonsonate,5.93
EST000699,Estudiante 699,Administración,San Miguel,5.69
EST000700,Estudiante 700,Ingeniería en Sistemas,Sonsonate,8.73
EST000701,Estudiante 701,Arquitectura,Sonsonate,6.13
EST000702,Estudiante 702,Ingeniería Industrial,San Miguel,5.34
EST000703,Estudiante 703,Ingeniería Industrial,Santa Ana,8.42
EST000704,Estudiante 704,Ingeniería Industrial,La Libertad,5.78
EST000705,Estudiante 705,Contaduría,Santa Ana,7.92
EST000706,Estudiante 706,Ingeniería Industrial,Sonsonate,6.7
EST000707,Estudiante 707,Ingeniería Industrial,San Miguel,8.86
EST000708,Estudiante 708,Ingeniería Industrial,San Salvador,7.47
EST000709,Estudiante 709,Ingeniería Industrial,Santa Ana,5.91
EST000710,Estudiante 710,Ingeniería Industrial,Sonsonate,5.42
EST000711,Estudiante 711,Administración,San Miguel,7.04
EST000712,Estudiante 712,Contaduría,San Miguel,6.41
EST000713,Estudiante 713,Administración,San Salvador,7.75
EST000714,Estudiante 714,Administración,San Miguel,7.63
EST000715,Estudiante 715,Arquitectura,San Salvador,5.31
EST000716,Estudiante 716,Arquitectura,Santa Ana,6.36
EST000717,Estudiante 717,Arquitectura,San Salvador,6.24
EST000718,Estudiante 718,Ingeniería Industrial,La Libertad,7.48
EST000719,Estudiante 719,Ingeniería Industrial,Sonsonate,5.07
EST000720,Estudiante 720,Arquitectura,San Salvador,8.18
EST000721,Estudiante 721,Ingeniería en Sistemas,San Salvador,7.53
EST000722,Estudiante 722,Administración,Santa Ana,9.1
EST000723,Estudiante 723,Arquitectura,Santa Ana,6.35
EST000724,Estudiante 724,Ingeniería Industrial,Sonsonate,6.46
EST000725,Estudiante 725,Arquitectura,La Libertad,9.33
EST000726,Estudiante 726,Arquitectura,Santa Ana,9.22
EST000727,Estudiante 727,Arquitectura,San Salvador,8.4
EST000728,Estudiante 728,Ingeniería en Sistemas,La Libertad,5.51
EST000729,Estudiante 729,Ingeniería en Sistemas,La Libertad,7.05
EST000730,Estudiante 730,Contaduría,San Salvador,7.38
EST000731,Estudiante 731,Contaduría,Santa Ana,7.12
EST000732,Estudiante 732,Contaduría,San Salvador,7.04
EST000733,Estudiante 733,Contaduría,San Miguel,8.99
EST000734,Estudiante 734,Arquitectura,La Libertad,9.22
EST000735,Estudiante 735,Arquitectura,San Miguel,5.59
EST000736,Estudiante 736,Contaduría,San Salvador,7.77
EST000737,Estudiante 737,Administración,San Miguel,9.96
EST000738,Estudiante 738,Ingeniería Industrial,Santa Ana,8.03
EST000739,Estudiante 739,Arquitectura,Santa Ana,6.42
EST000740,Estudiante 740,Ingeniería Industrial,San Miguel,6.2
EST000741,Estudiante 741,Contaduría,Santa Ana,9.82
EST000742,Estudiante 742,Ingeniería Industrial,La Libertad,6.59
EST000743,Estudiante 743,Ingeniería Industrial,Santa Ana,5.45
EST000744,Estudiante 744,Contaduría,Santa Ana,6.85
EST000745,Estudiante 745,Arquitectura,San Salvador,7.32
EST000746,Estudiante 746,Ingeniería en Sistemas,San Salvador,8.05
EST000747,Estudiante 747,Contaduría,Sonsonate,8.75
EST000748,Estudiante 748,Administración,San Miguel,7.36
EST000749,Estudiante 749,Ingeniería Industrial,Sonsonate,8.08
EST000750,Estudiante 750,Administración,Sonsonate,9.56
EST000751,Estudiante 751,Administración,Santa Ana,7.26
EST000752,Estudiante 752,Arquitectura,Santa Ana,6.47
EST000753,Estudiante 753,Administración,San Miguel,6.69
EST000754,Estudiante 754,Ingeniería Industrial,San Salvador,7.25
EST000755,Estudiante 755,Administración,San Miguel,5.52
EST000756,Estudiante 756,Ingeniería en Sistemas,San Salvador,9.32
EST000757,Estudiante 757,Contaduría,San Miguel,6.68
EST000758,Estudiante 758,Ingeniería Industrial,La Libertad,9.42
EST000759,Estudiante 759,Ingeniería Industrial,Sonsonate,8.75
EST000760,Estudiante 760,Ingeniería en Sistemas,San Salvador,7.62
EST000761,Estudiante 761,Contaduría,La Libertad,5.94
EST000762,Estudiante 762,Contaduría,San Salvador,6.24
EST000763,Estudiante 763,Ingeniería Industrial,San Salvador,6.54
EST000764,Estudiante 764,Ingeniería en Sistemas,Sonsonate,6.79
EST000765,Estudiante 765,Administración,Sonsonate,7.54
EST000766,Estudiante 766,Ingeniería Industrial,San Salvador,5.79
EST000767,Estudiante 767,Arquitectura,Santa Ana,6.17
EST000768,Estudiante 768,Ingeniería Industrial,San Salvador,5.1
EST000769,Estudiante 769,Ingeniería Industrial,San Miguel,6.53
